# bag_name, start, duration, scenario_number, regenerate
2023-05-25-14-21-10_sensors_Raekoda.bag, , , 01, true
2023-05-25-14-24-08_sensors_Bot_garden.bag, , , 02, true
2023-05-18-14-41-03_sensors_Kaubamaja_with_set_dest.bag, , , 03, true
